ID	NAME	logFC: WT NaCl response	FDR: WT NaCl response	logFC: msn24 mutant NaCl response	FDR: msn24 mutant NaCl response	logFC: yap1 mutant NaCl response	FDR: yap1 mutant NaCl response	logFC: skn7 mutant NaCl response	FDR: skn7 mutant NaCl response	logFC: WT EtOH response	FDR: WT EtOH response	logFC:  msn24 mutant EtOH response	FDR:  msn24 mutan  EtOH response	logFC:  yap1 mutant EtOH response	FDR:  yap1 mutant EtOH response	logFC:  skn7 mutant EtOH response	FDR:  skn7 mutant EtOH response	logFC: WT v msn24 mutant: NaCl response	FDR: WT v msn24 mutant: NaCl response	logFC: WT v yap1 mutant: NaCl response	FDR: WT v yap1 mutant: NaCl response	logFC: WT v skn7 mutant: NaCl response	FDR: WT v skn7 mutant NaCl response	logFC: WT v msn24 mutant: EtOH response	FDR: WT v msn24 mutant: EtOH response	logFC: WT v yap1 mutant: EtOH response	FDR: WT v yap1 mutant: EtOH response	logFC: WT v skn7 mutant: EtOH response	FDR: WT v skn7 mutant: EtOH response
YPR036W	VMA13          Subunit H of the V1 peripheral membrane domain of V-ATPase	0.27365577	0.0012516	0.150959486	0.068271408	0.436747584	1.77E-06	0.321180849	0.00023885	0.786856789	7.63E-13	0.538394364	2.27E-08	0.757989745	2.21E-12	0.657735324	1.31E-10	-0.122696286	0.623825986	0.163091812	0.301038606	0.047525078	0.783751421	-0.248462425	0.084489992	-0.028867044	0.92061984	-0.129121465	0.521044895
YPR036W-A	SPO24          Small (67 amino acids) protein involved in sporulation	4.70319292	6.06E-26	4.910858931	3.12E-26	3.506298251	1.13E-21	3.039842703	1.78E-19	5.311201747	3.76E-28	5.226052073	1.20E-27	5.271570222	4.49E-28	5.007112277	1.95E-27	0.207666008	0.757056528	-1.196894672	0.000393918	-1.66335022	1.10E-06	-0.085149675	0.84527393	-0.039631526	0.95226165	-0.304089471	0.506390195
YPR037C	ERV2          Flavin-linked sulfhydryl oxidase localized to the ER lumen	0.04173891	0.7386234	-0.268366772	0.031792946	0.135955158	0.268705677	0.270997509	0.026639011	-0.413588342	0.001110924	-0.668109822	1.39E-06	-0.544671123	3.47E-05	-0.6384997	2.13E-06	-0.310105683	0.290262412	0.094216247	0.727803115	0.229258598	0.288909063	-0.254521481	0.267028954	-0.131082781	0.70752264	-0.224911358	0.441665488
YPR040W	TIP41          Tap42p-interacting protein	-0.1726198	0.26578505	-0.051316953	0.756187511	0.013696478	0.934381328	0.047666185	0.774925944	0.586573709	0.000203438	0.414327135	0.00741088	0.451382285	0.003811091	0.449930527	0.003221191	0.121302854	0.848356861	0.186316285	0.566001898	0.220285992	0.442490096	-0.172246574	0.580514558	-0.135191424	0.76049425	-0.136643182	0.739908867
YPR041W	TIF5          Translation initiation factor eIF5	-0.7945793	1.71E-12	-0.984379592	2.71E-15	-0.861949804	1.82E-13	-0.400502773	1.52E-05	-1.555489907	2.51E-22	-1.018160791	8.00E-16	-1.371841689	2.14E-20	-1.236458687	8.71E-19	-0.189800275	0.369829266	-0.067370488	0.721383945	0.394076543	0.005529335	0.537329116	0.00018535	0.183648218	0.34899162	0.31903122	0.063448438
YPR042C	PUF2          PUF family mRNA-binding protein	0.16848416	0.27179923	-0.346139726	0.026156172	0.076133407	0.632384338	0.000933831	0.996099579	1.353439419	6.05E-12	0.790249943	2.24E-06	1.280468841	2.89E-11	0.952095722	4.38E-08	-0.514623889	0.115579098	-0.092350756	0.794733217	-0.167550333	0.571016949	-0.563189476	0.028621152	-0.072970578	0.88103975	-0.401343697	0.211117064
YPR043W	RPL43A          Ribosomal 60S subunit protein L43A	-1.4449338	4.31E-17	-1.51571374	9.79E-18	-0.595981881	1.02E-06	-0.939639466	3.44E-11	-1.330704816	4.00E-16	-0.989516959	4.84E-12	-1.098080142	1.73E-13	-1.330392749	4.37E-16	-0.070779929	0.886563828	0.84895193	2.31E-05	0.505294344	0.005706553	0.341187857	0.072224438	0.232624674	0.35606748	0.000312066	0.999986495
YPR044C	NA          NA	-1.7470142	0.02735185	-0.410622029	0.580574658	-0.447294356	0.557658297	0.385264258	0.633706301	-0.743874482	0.30452794	-0.788992642	0.277100954	-0.191551578	0.794282691	-1.070268985	0.213007752	1.336392215	0.526985947	1.299719888	0.390224735	2.132278501	0.109591098	-0.04511816	0.980215111	0.552322904	0.79738907	-0.326394503	0.897023577
YPR045C	THP3          Protein that may have a role in transcription elongation	-0.1637364	0.25581392	-0.28807753	0.048308307	-0.604827476	0.000111994	-0.670856019	2.83E-05	0.489231296	0.000776551	0.307119542	0.03082698	0.384365387	0.00722057	0.443573077	0.002033889	-0.124341177	0.821638678	-0.441091123	0.093261141	-0.507119666	0.03892181	-0.182111755	0.522142811	-0.10486591	0.80617168	-0.04565822	0.919637868
YPR046W	MCM16          Component of the Ctf19 complex and the COMA subcomplex	-0.7192626	0.00031984	-0.41321751	0.03600005	-0.745046576	0.000350772	-0.56567499	0.005376434	-0.375231091	0.047226105	0.061641195	0.755795702	-0.492944438	0.01168596	-0.068493414	0.726168538	0.306045118	0.588303274	-0.025783948	0.959525827	0.153587638	0.698918894	0.436872286	0.202932688	-0.117713347	0.84512579	0.306737677	0.506390195
YPR047W	MSF1          Mitochondrial phenylalanyl-tRNA synthetase	-0.6457661	7.45E-05	-0.53005963	0.001169622	-0.116607942	0.467133405	-0.320843988	0.041503254	0.257833986	0.083468142	0.589770235	0.000192934	0.898686542	1.44E-07	0.714897932	8.54E-06	0.115706505	0.85886401	0.529158193	0.054732953	0.324922148	0.235156987	0.331936249	0.226574559	0.640852556	0.03178064	0.457063946	0.139388581
YPR048W	TAH18          Conserved NAPDH-dependent diflavin reductase	-0.8336854	2.60E-11	-0.91213866	2.78E-12	-1.120050615	1.22E-14	-0.745818519	5.60E-10	-1.580016244	5.72E-20	-0.934600904	9.88E-13	-1.964878218	8.56E-23	-1.477423802	2.30E-19	-0.078453236	0.84146678	-0.286365192	0.113128824	0.087866904	0.648141188	0.64541534	0.000128892	-0.384861974	0.06590765	0.102592442	0.698713356
YPR049C	ATG11          Adapter protein for pexophagy and the Cvt targeting pathway	0.32364257	0.00638812	0.518238266	3.69E-05	-0.002008896	0.987289415	-0.108399789	0.371410918	-0.23522609	0.048521834	-0.192894719	0.106738332	-0.412245602	0.000841298	-0.31780148	0.007329551	0.194595696	0.561016487	-0.325651466	0.129984985	-0.432042359	0.028424829	0.042331371	0.881325905	-0.177019512	0.56195	-0.08257539	0.809216922
YPR051W	MAK3          Catalytic subunit of the NatC type N-terminal acetyltransferase (NAT)	-0.8238669	2.07E-05	-1.02859021	5.15E-07	-1.04750234	4.93E-07	-1.227682793	1.35E-08	-0.615158412	0.00085943	-0.7031045	0.000149069	-0.813056397	2.54E-05	-0.872768443	5.05E-06	-0.204723344	0.73937864	-0.223635475	0.553443309	-0.403815927	0.204160425	-0.087946088	0.829942505	-0.197897985	0.69281631	-0.257610031	0.559464503
YPR052C	NHP6A          High-mobility group (HMG) protein	0.11079168	0.36484589	0.282086224	0.021260142	0.643461873	1.94E-06	0.391624851	0.001903417	-0.193007691	0.110866825	-0.075840747	0.545375511	-0.314995952	0.010656261	-0.513469775	7.13E-05	0.171294548	0.646515553	0.532670197	0.012049407	0.280833175	0.186093917	0.117166944	0.6470993	-0.121988261	0.72445659	-0.320462084	0.217676774
YPR053C	YPR053C          Putative protein of unknown function	0.52704049	0.00864672	0.28694203	0.155299562	0.92742124	2.53E-05	0.576071672	0.005189521	0.103590362	0.614503334	-0.16403983	0.425915135	0.096213431	0.656932911	0.082877081	0.690909648	-0.240098455	0.715516136	0.400380755	0.299592456	0.049031187	0.912139217	-0.267630191	0.509550719	-0.00737693	0.99432848	-0.020713281	0.976907066
YPR054W	SMK1          Middle sporulation-specific mitogen-activated protein kinase (MAPK)	0.19853984	0.60707276	0.479237255	0.239564435	-0.399611824	0.385338846	0.349333671	0.493444721	-2.283089111	9.19E-06	-1.185499169	0.009062415	-2.006252237	0.000294242	-1.590772963	0.007630541	0.280697413	0.865084882	-0.598151666	0.477454224	0.150793828	0.87508723	1.097589942	0.201705472	0.276836874	0.87752052	0.692316147	0.650681285
YPR055W	SEC8          Essential 121 kDa subunit of the exocyst complex	-0.1063742	0.40807789	-0.077222013	0.557527836	-0.142215271	0.275836161	-0.15223213	0.244512925	0.377477925	0.003248156	0.501816046	0.00014669	0.362553325	0.004612212	0.535917106	5.51E-05	0.029152141	0.968181303	-0.035841117	0.912361214	-0.045857976	0.871192786	0.124338121	0.637039	-0.0149246	0.97808079	0.158439181	0.62506268
YPR056W	TFB4          Subunit of TFIIH complex	-0.3736189	0.00240006	-0.436673807	0.000555822	-0.458556269	0.00040589	-0.733348439	2.69E-07	-0.507152331	7.60E-05	-0.20805338	0.084158229	-0.239822015	0.049109121	-0.284226112	0.019073299	-0.063054876	0.90751615	-0.084937338	0.758827891	-0.359729508	0.084270052	0.299098951	0.169077471	0.267330316	0.3426254	0.222926219	0.437014084
YPR057W	BRR1          snRNP protein component of spliceosomal snRNPs	0.41552801	0.01187054	0.31472219	0.056560174	0.014981636	0.932322864	-0.040028179	0.822559128	0.547395626	0.00111648	0.548511086	0.001000047	0.258003874	0.112023372	0.415146005	0.009752101	-0.100805823	0.890305395	-0.400546377	0.18951114	-0.455556192	0.104070908	0.00111546	0.998565949	-0.289391752	0.46732817	-0.13224962	0.77091427
YPR058W	YMC1          Secondary mitochondrial inner membrane glycine transporter	-0.3700799	0.00067724	-0.276739805	0.010060949	0.152521153	0.151690043	0.02197708	0.849620576	-1.410069108	4.12E-17	-1.055981213	4.29E-13	-1.615408514	8.79E-19	-1.697602452	1.18E-19	0.093340092	0.817687898	0.52260105	0.004327293	0.392056977	0.026655475	0.354087896	0.058680008	-0.205339405	0.43498125	-0.287533343	0.217823402
YPR060C	ARO7          Chorismate mutase	-1.4048935	1.11E-14	-1.438498748	7.89E-15	-1.856786896	4.05E-18	-1.286629278	3.59E-13	-1.23469039	4.39E-13	-0.799848096	3.52E-08	-1.208236039	9.28E-13	-1.069315926	2.36E-11	-0.033605235	0.961177074	-0.451893383	0.047739741	0.118264235	0.637114269	0.434842294	0.043922833	0.026454351	0.95226165	0.165374464	0.60739291
YPR061C	JID1          Probable Hsp40p co-chaperone	0.48041078	0.02004526	0.230146582	0.28235047	0.644325105	0.003263218	-0.659409493	0.005031061	1.44645539	1.49E-09	0.621001086	0.002993938	2.096194369	5.35E-14	1.535103908	3.13E-10	-0.250264198	0.717511329	0.163914325	0.727723795	-1.139820273	0.001833348	-0.825454304	0.015970041	0.649738979	0.12194117	0.088648519	0.888742029
YPR062W	FCY1          Cytosine deaminase	-0.8699963	7.98E-12	-0.942238516	1.07E-12	-0.549810991	5.82E-07	-0.744042003	8.47E-10	-0.713364308	1.36E-09	-0.937754293	9.44E-13	-0.652243269	1.18E-08	-0.902219456	2.21E-12	-0.0722422	0.859528104	0.320185325	0.066104678	0.125954313	0.496483476	-0.224389985	0.206706787	0.061121039	0.84087536	-0.188855148	0.407331021
YPR063C	YPR063C          ER-localized protein of unknown function	-0.1671395	0.14313226	-0.084226261	0.473568756	0.247629471	0.032271452	0.058734717	0.630155771	-0.276416722	0.016242679	-0.338694514	0.003841435	-0.069381294	0.550911028	-0.291436562	0.011835671	0.082913285	0.862751561	0.414769018	0.040706417	0.225874263	0.269664799	-0.062277792	0.81091297	0.207035428	0.45580831	-0.01501984	0.970068417
YPR065W	ROX1          Heme-dependent repressor of hypoxic genes	-0.6206362	0.00087253	-0.953854204	2.12E-06	0.131085367	0.49647699	-0.498253779	0.010190223	-0.722581049	0.000145763	-0.719621115	0.000142624	-0.659244117	0.000878145	-0.895235478	1.24E-05	-0.333217961	0.504122874	0.751721609	0.019767307	0.122382463	0.749669656	0.002959934	0.995610406	0.063336932	0.92332964	-0.172654428	0.731716453
YPR066W	UBA3          Protein that activates Rub1p (NEDD8) before neddylation	-1.1392023	5.96E-06	-0.614543415	0.007988408	-0.392933875	0.080933736	-0.631388995	0.005780644	0.014498768	0.949826659	-0.236525887	0.287099058	-0.330603162	0.132925362	-0.733695893	0.001152579	0.524658869	0.358719078	0.746268409	0.066033598	0.507813289	0.203530496	-0.251024655	0.573583155	-0.34510193	0.52757756	-0.748194661	0.093237004
YPR067W	ISA2          Protein required for maturation of mitochondrial [4Fe-4S] proteins	-0.2815918	0.05058326	-0.243978939	0.095417146	0.365644737	0.0160298	-0.465271483	0.001698928	0.64811096	1.66E-05	0.707631739	3.99E-06	1.079157455	8.94E-10	0.630065561	1.82E-05	0.037612869	0.961707948	0.647236545	0.011735546	-0.183679675	0.498999692	0.059520778	0.854800087	0.431046495	0.15844973	-0.018045399	0.970068417
YPR068C	HOS1          Class I histone deacetylase (HDAC) family member	0.31549605	0.07054896	0.368494762	0.041095893	0.191376036	0.307560025	0.402673497	0.025493517	0.453522908	0.009949171	0.62435336	0.000598218	0.144198635	0.434914648	0.358381674	0.040536781	0.052998715	0.957526187	-0.12412001	0.75985939	0.08717745	0.816954903	0.170830452	0.641658119	-0.309324273	0.47775924	-0.095141234	0.856199569
YPR069C	SPE3          Spermidine synthase	-1.3773528	8.70E-18	-1.401438148	5.68E-18	-1.277061627	1.23E-16	-1.376679898	2.69E-17	-0.878784748	7.76E-12	-0.905036943	4.23E-12	-0.874898285	8.74E-12	-1.007111167	1.43E-13	-0.024085323	0.964953995	0.100291198	0.6358919	0.000672928	0.998717688	-0.026252194	0.91210662	0.003886463	0.99432848	-0.128326418	0.614768325
YPR070W	MED1          Subunit of the RNA polymerase II mediator complex	-0.8166128	3.41E-08	-0.83479019	2.62E-08	-1.284704587	5.39E-13	-1.045964178	1.72E-10	-0.762592552	1.41E-07	-0.325556725	0.010361711	-0.729374081	3.50E-07	-0.496752455	0.000162924	-0.018177413	0.980759374	-0.46809181	0.040506333	-0.2293514	0.32336073	0.437035827	0.044535739	0.033218471	0.94052923	0.265840097	0.353709447
YPR071W	YPR071W          Putative membrane protein	-0.0586087	0.66483926	-0.031992375	0.819861428	-0.960148888	8.79E-09	-0.127493385	0.356789183	-0.847143704	6.73E-08	-0.578851002	4.78E-05	-0.775379351	5.24E-07	-0.71327642	1.88E-06	0.026616325	0.972547744	-0.901540188	0.000196835	-0.068884686	0.807700392	0.268292702	0.285004624	0.071764353	0.87185935	0.133867284	0.714907241
YPR072W	"NOT5          Component of the CCR4-NOT core complex, involved in mRNA decapping"	-0.2285161	0.02655068	-0.174083129	0.091561054	-0.391820547	0.000300993	-0.296277277	0.005330231	0.233914814	0.022199237	0.507296536	5.27E-06	0.22163776	0.029834204	0.447420202	3.79E-05	0.054433005	0.906632163	-0.163304413	0.425810684	-0.067761143	0.751307367	0.273381722	0.132246073	-0.012277054	0.97770852	0.213505388	0.356623681
YPR073C	LTP1          Protein phosphotyrosine phosphatase of unknown cellular role	-0.8481216	6.94E-08	-0.676121001	6.78E-06	-0.470842458	0.000955754	-0.726251968	2.71E-06	0.432258796	0.001396654	0.543556342	0.000102433	0.423206731	0.001909263	0.506753591	0.000253014	0.17200055	0.698205183	0.377279093	0.131655932	0.121869583	0.656039717	0.111297546	0.695285519	-0.009052066	0.98780829	0.074494795	0.852138505
YPR074C	TKL1          Transketolase	-0.2623947	0.04458803	-0.334046243	0.011446732	0.080382674	0.549742072	0.021262016	0.885505103	-1.40160587	3.07E-14	-1.328470384	2.09E-13	-1.136560659	1.46E-11	-1.41841401	2.30E-14	-0.071651499	0.904743641	0.342777418	0.151407818	0.28365676	0.218705649	0.073135487	0.803359092	0.265045212	0.38580623	-0.016808139	0.970410119
YPR075C	OPY2          Integral membrane protein that acts as a membrane anchor for Ste50p	1.00646798	3.61E-16	0.887288457	3.00E-14	0.880688221	2.58E-14	0.915284656	1.26E-14	0.896547378	1.21E-14	0.586336233	3.28E-09	0.607505569	8.26E-10	0.431576951	1.61E-06	-0.11917952	0.63657079	-0.125779756	0.441003258	-0.091183321	0.565015324	-0.310211145	0.027558925	-0.289041809	0.08286804	-0.464970427	0.00303192
YPR078C	YPR078C          Putative protein of unknown function	-2.3600934	0.00087693	-1.244471748	0.051159297	-1.297554309	0.033655873	-2.151605227	0.000540003	-3.944953371	2.31E-05	-2.07240802	0.002565421	-3.083886639	0.000102448	-3.326910794	3.34E-06	1.115621633	0.570272021	1.062539072	0.421671148	0.208488154	0.876295562	1.872545351	0.237757854	0.861066732	0.75033484	0.618042577	0.790849812
YPR079W	MRL1          Membrane protein	1.16909078	3.17E-15	0.905827912	1.22E-11	0.946531593	2.56E-12	0.650677945	3.23E-08	1.826746299	2.58E-22	1.554570677	1.43E-19	1.713092676	1.93E-21	1.553589794	3.09E-20	-0.263262872	0.281718393	-0.22255919	0.24686137	-0.518412838	0.002299875	-0.272175622	0.130712897	-0.113653624	0.68167841	-0.273156505	0.193089862
YPR080W	TEF1          Translational elongation factor EF-1 alpha	-0.772374	2.27E-06	-0.708289265	1.04E-05	-0.326365906	0.02832868	-0.530791272	0.000628386	-0.37966819	0.010562668	-0.493839324	0.001206745	-0.442161456	0.003146269	-0.67776646	1.97E-05	0.064084757	0.923597751	0.446008116	0.093398076	0.24158275	0.371064804	-0.114171134	0.72432514	-0.062493267	0.89832159	-0.298098271	0.378845746
YPR081C	"GRS2          Glycine-tRNA synthetase, not expressed under normal growth conditions"	0.9863811	5.22E-08	1.089502223	5.52E-09	0.588843933	0.000396633	0.624234631	0.000167457	1.83475811	7.17E-16	1.63266632	3.68E-14	1.4921268	5.02E-13	1.498899837	2.54E-13	0.103121122	0.884817048	-0.397537168	0.172755669	-0.36214647	0.186099636	-0.20209179	0.513674141	-0.34263131	0.3337658	-0.335858272	0.326656177
YPR082C	DIB1          17-kDa component of the U4/U6aU5 tri-snRNP	-0.6426685	1.41E-05	-0.417048471	0.003141581	0.031849415	0.828748542	-0.460914982	0.001400985	0.093156158	0.49003877	0.112868595	0.409090371	0.252947943	0.064118891	-0.088635229	0.520814347	0.225620059	0.570361221	0.674517945	0.004980268	0.181753548	0.484842534	0.019712438	0.951284627	0.159791785	0.66935383	-0.181791387	0.594510133
YPR083W	MDM36          Mitochondrial protein	0.21997965	0.05573915	0.260450162	0.026773219	0.538668345	2.02E-05	0.421959315	0.000557154	-0.137028549	0.24034286	-0.194922857	0.098972201	0.151680599	0.197628946	-0.054144518	0.655223513	0.040470513	0.942163102	0.318688696	0.13273021	0.201979666	0.336162469	-0.057894308	0.830253891	0.288709148	0.27787677	0.082884031	0.806487135
YPR084W	YPR084W          Putative protein of unknown function	0.14121365	0.25589807	0.016474724	0.903269823	0.302238463	0.019585963	0.208614827	0.096024921	0.023526057	0.856642738	0.194245619	0.121987628	0.588934468	1.41E-05	0.176066345	0.149879858	-0.12473893	0.781861439	0.161024809	0.535021075	0.067401173	0.796608903	0.170719562	0.493725829	0.565408411	0.02252135	0.152540288	0.632252154
YPR085C	"ASA1          Subunit of the ASTRA complex, involved in chromatin remodeling"	-0.6174938	4.75E-05	-0.50960806	0.000617043	-0.739675886	4.29E-06	-0.760523113	2.66E-06	-0.386790629	0.00699826	-0.55592827	0.000190135	-0.275844794	0.051577579	-0.528319394	0.000342938	0.107885719	0.853397397	-0.122182107	0.700434311	-0.143029334	0.612755683	-0.169137642	0.5590694	0.110945835	0.79271877	-0.141528765	0.710434841
YPR086W	SUA7          Transcription factor TFIIB	-0.621446	2.05E-07	-0.631301062	1.76E-07	-0.725232874	1.07E-08	-0.495267384	1.85E-05	-0.402742606	0.000233579	-0.323934472	0.002520994	-0.470309792	2.99E-05	-0.360533696	0.000859295	-0.009855069	0.985224598	-0.103786881	0.646467567	0.12617861	0.532706474	0.078808134	0.734007374	-0.067567185	0.83487181	0.04220891	0.901660094
YPR088C	SRP54          Signal recognition particle (SRP) subunit (homolog of mammalian SRP54)	-0.2736484	0.00066267	-0.258408768	0.001251359	-0.177125532	0.024017392	-0.011619569	0.89421174	-0.751823101	6.15E-13	-0.60010736	3.80E-10	-0.710154017	3.32E-12	-0.604589151	2.77E-10	0.015239667	0.973446276	0.096522903	0.548430475	0.262028866	0.0454747	0.15171574	0.29634988	0.041669084	0.86785085	0.14723395	0.423559782
YPR089W	YPR089W          Protein of unknown function	-0.0194475	0.80109623	-0.032757461	0.67484624	-0.027685202	0.723560763	0.259020285	0.000892205	0.051847941	0.488499688	-0.055608517	0.46528036	0.121557528	0.100403711	0.167290541	0.024984765	-0.013309942	0.974911665	-0.008237683	0.965208028	0.278467805	0.026171297	-0.107456457	0.466174183	0.069709587	0.74400451	0.1154426	0.527820642
YPR091C	"NVJ2          Lipid-binding ER protein, enriched at nucleus-vacuolar junctions (NVJ)"	1.22267578	1.80E-17	0.646148957	3.48E-09	1.150980151	1.94E-16	0.978351033	4.73E-14	1.013641041	6.05E-15	0.019790802	0.838782201	1.424499911	6.24E-20	0.822085853	3.61E-12	-0.576526819	0.000430183	-0.071695625	0.725081072	-0.244324743	0.117119205	-0.993850239	5.53E-09	0.41085887	0.02228926	-0.191555188	0.350665903
YPR093C	ASR1          Ubiquitin ligase that modifies and regulates RNA Pol II	-0.8223741	0.00044299	-0.416358326	0.073321779	-0.767191979	0.001077242	-0.745694734	0.001366257	-0.401604483	0.06812754	0.223171215	0.314867655	-0.274264102	0.206186674	-0.21723798	0.309744278	0.406015737	0.522656321	0.055182084	0.922283105	0.076679328	0.876295562	0.624775698	0.106751847	0.127340381	0.85462581	0.184366503	0.760201404
YPR094W	RDS3          Component of the SF3b subcomplex of the U2 snRNP	-1.0959077	3.35E-06	-1.181325938	1.11E-06	-1.007291011	2.12E-05	-0.807873072	0.000327381	-0.505625095	0.015886381	-0.358433778	0.078505516	-0.459809191	0.027756788	-0.400316316	0.049768191	-0.08541823	0.934190273	0.088616698	0.865168782	0.288034637	0.474191469	0.147191317	0.747746129	0.045815905	0.94913014	0.105308779	0.867051641
YPR095C	SYT1          Guanine nucleotide exchange factor (GEF) for Arf proteins	0.2083479	0.02470307	-0.051838552	0.592897263	0.448876362	9.41E-06	0.250170723	0.00876928	0.387804205	6.87E-05	0.285434258	0.002571918	0.535554361	2.85E-07	0.455519778	5.54E-06	-0.260186449	0.219570644	0.240528465	0.156905253	0.041822827	0.835234181	-0.102369947	0.591370018	0.147750156	0.51865206	0.067715573	0.796822457
YPR097W	LEC1          Phosphoinositide-binding regulator of ergosterol distribution	-0.8098795	3.24E-09	-0.939106005	8.39E-11	-1.010933783	1.47E-11	-0.660551678	3.98E-07	-0.528791033	1.48E-05	-0.515255231	2.26E-05	-0.647923169	4.08E-07	-0.452384217	0.000138844	-0.129226501	0.738862593	-0.201054278	0.368340815	0.149327827	0.488113109	0.013535802	0.959999978	-0.119132136	0.71126371	0.076406816	0.817082454
YPR098C	TMH18          Mitochondrial protein of unknown function	2.26493775	4.89E-22	2.157010591	6.13E-21	2.634494479	5.68E-24	1.983670543	1.83E-19	1.763260588	1.70E-18	1.146000718	5.15E-12	2.163120629	1.75E-21	1.556678476	1.60E-16	-0.107927157	0.82147141	0.369556731	0.098102431	-0.281267205	0.195527288	-0.61725987	0.003367135	0.399860042	0.12577332	-0.206582112	0.495762419
YPR099C	YPR099C          Mitochondrial protein of unknown function	1.40812492	0.00185387	2.055612082	4.48E-05	0.890750713	0.075100175	0.486449558	0.356495015	0.788853528	0.086718809	1.267290894	0.010116918	1.205936617	0.012580285	1.14804724	0.016350137	0.647487163	0.654654796	-0.517374207	0.609004089	-0.921675362	0.287966596	0.478437366	0.634150877	0.417083089	0.76351859	0.359193712	0.788051441
YPR100W	MRPL51          Mitochondrial ribosomal protein of the large subunit	-1.6890287	2.27E-15	-1.920135465	6.76E-17	-1.164112558	1.79E-10	-1.128425631	5.55E-10	-0.558330307	0.000134846	-0.980120773	4.59E-09	-0.270710305	0.052389972	-0.380527219	0.007358619	-0.231106751	0.586288052	0.524916155	0.040997188	0.560603082	0.021640421	-0.421790467	0.084237295	0.287620002	0.37759141	0.177803087	0.621357738
YPR101W	SNT309          Member of the NineTeen Complex (NTC)	-1.0527568	6.51E-06	-0.930140714	5.33E-05	-1.314379384	3.06E-07	-1.463165525	2.49E-08	-0.27492236	0.183138753	-0.037609436	0.862338221	-0.086108193	0.687364014	-0.051003408	0.811583161	0.12261612	0.901205887	-0.261622551	0.56932736	-0.410408691	0.297171945	0.237312924	0.573515911	0.188814167	0.75410208	0.223918952	0.678968116
YPR102C	RPL11A          Ribosomal 60S subunit protein L11A	-1.9444336	9.05E-21	-1.958436657	8.57E-21	-1.386850395	6.37E-16	-1.527817815	6.82E-17	-1.633453502	1.56E-18	-1.230674061	2.28E-14	-1.408227151	2.18E-16	-1.434983346	1.30E-16	-0.014003029	0.983113812	0.557583234	0.004589358	0.416615813	0.028649026	0.402779441	0.037470222	0.225226351	0.39584642	0.198470155	0.463542572
YPR103W	PRE2          Beta 5 subunit of the 20S proteasome	0.83736046	2.44E-12	0.768807049	3.06E-11	0.290777258	0.001840467	0.430225988	1.39E-05	0.814718509	4.34E-12	0.877330929	6.12E-13	0.804310254	6.39E-12	0.740677874	6.36E-11	-0.068553409	0.852410973	-0.5465832	0.000581016	-0.40713447	0.007179153	0.06261242	0.754184932	-0.010408256	0.97823967	-0.074040635	0.770139911
